Breed,Age (Years),Weight (kg),Color,Gender,breed_key,rank_recent,rank_mean,rank_missing_share,Gender_bin,size_class,age_bin
Poodle,8,36,Tan,Female,poodle,6.0,7.0,0.0,1,large,senior
Siberian Husky,2,24,Tan,Female,husky siberian,16.0,13.5,0.0,1,medium,adult
Miniature Schnauzer,8,24,Cream,Female,miniature schnauzer,19.0,17.5,0.0,1,medium,senior
Labrador Retriever,2,42,White,Female,labrador retriever,1.0,1.0,0.0,1,large,adult
German Shepherd,6,28,Gray,Female,german shepherd,3.0,2.125,0.0,1,large,adult
Boston Terrier,6,17,Cream,Male,boston terrier,21.0,21.625,0.0,0,medium,adult
Shih Tzu,12,51,Brown,Male,shih tzu,20.0,18.875,0.0,0,giant,senior
Border Collie,7,21,Tricolor,Female,border collie,,,,1,medium,adult
Lhasa Apso,14,38,Cream,Male,apso lhasa,78.0,71.375,0.0,0,large,senior
Alaskan Malamute,8,35,Tricolor,Male,alaskan malamute,65.0,58.875,0.0,0,large,senior
Shetland Sheepdog,13,32,Brown,Male,sheepdog shetland,27.0,23.75,0.0,0,large,senior
Chihuahua,10,43,Brown,Male,chihuahua,34.0,29.75,0.0,0,large,senior
Shih Tzu,14,8,Tan,Male,shih tzu,20.0,18.875,0.0,0,small,senior
Basenji,14,27,Brown,Female,basenji,86.0,86.375,0.0,1,large,senior
French Bulldog,14,6,Sable,Male,bulldog french,2.0,5.75,0.0,0,small,senior
Belgian Malinois,8,19,Sable,Female,belgian malinoi,37.0,47.875,0.0,1,medium,senior
Doberman Pinscher,9,32,White,Female,doberman pinscher,18.0,15.625,0.0,1,large,senior
Poodle,10,5,Black,Female,poodle,6.0,7.0,0.0,1,small,senior
Border Collie,5,48,Red,Female,border collie,,,,1,giant,adult
Bichon Frise,6,14,White,Male,bichon frise,45.0,44.125,0.0,0,medium,adult
Alaskan Malamute,9,40,Gray,Male,alaskan malamute,65.0,58.875,0.0,0,large,senior
Samoyed,12,19,Red,Male,samoyed,56.0,61.5,0.0,0,medium,senior
Belgian Malinois,7,37,Spotted,Male,belgian malinoi,37.0,47.875,0.0,0,large,adult
Shih Tzu,13,31,White,Female,shih tzu,20.0,18.875,0.0,1,large,senior
Samoyed,9,17,White,Female,samoyed,56.0,61.5,0.0,1,medium,senior
Lhasa Apso,6,57,White,Male,apso lhasa,78.0,71.375,0.0,0,giant,adult
Doberman Pinscher,9,50,Red,Male,doberman pinscher,18.0,15.625,0.0,0,giant,senior
Pomeranian,9,19,Gray,Male,pomeranian,23.0,21.75,0.0,0,medium,senior
Schnauzer,5,24,Bicolor,Female,schnauzer,,,,1,medium,adult
Bernese Mountain Dog,6,34,Spotted,Female,bernese mountain,22.0,26.5,0.0,1,large,adult
Great Dane,3,56,Black and White,Male,dane great,15.0,15.25,0.0,0,giant,adult
Shih Tzu,2,59,Cream,Female,shih tzu,20.0,18.875,0.0,1,giant,adult
Rottweiler,11,22,Brindle,Male,rottweiler,8.0,8.5,0.0,0,medium,senior
Border Collie,14,11,Blue,Male,border collie,,,,0,medium,senior
Doberman Pinscher,2,52,Brindle,Female,doberman pinscher,18.0,15.625,0.0,1,giant,adult
Bulldog,8,38,Spotted,Female,bulldog,5.0,4.625,0.0,1,large,senior
Alaskan Malamute,13,18,Tricolor,Female,alaskan malamute,65.0,58.875,0.0,1,medium,senior
Jack Russell Terrier,10,27,Brindle,Female,jack russell terrier,,,,1,large,senior
Cavalier King Charles Spaniel,14,48,Blue,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,giant,senior
Great Dane,13,5,Blue,Female,dane great,15.0,15.25,0.0,1,small,senior
Yorkshire Terrier,8,27,Bicolor,Female,terrier yorkshire,13.0,9.0,0.0,1,large,senior
Bichon Frise,1,51,Bicolor,Female,bichon frise,45.0,44.125,0.0,1,giant,puppy
Beagle,7,19,Black and White,Female,beagle,7.0,5.625,0.0,1,medium,adult
Rottweiler,4,41,Brindle,Female,rottweiler,8.0,8.5,0.0,1,large,adult
Dogo Argentino,3,10,Black and Tan,Male,argentino dogo,93.0,93.0,0.875,0,small,adult
Border Collie,11,15,Black and White,Male,border collie,,,,0,medium,senior
Pembroke Welsh Corgi,13,8,White,Male,corgi pembroke welsh,11.0,16.625,0.0,0,small,senior
Vizsla,2,9,Brown,Male,vizsla,35.0,32.625,0.0,0,small,adult
Pekingese,2,57,Black,Female,pekingese,95.0,86.375,0.0,1,giant,adult
Rottweiler,12,57,Blue,Male,rottweiler,8.0,8.5,0.0,0,giant,senior
Boston Terrier,1,35,Red,Female,boston terrier,21.0,21.625,0.0,1,large,puppy
Pekingese,8,10,Blue,Female,pekingese,95.0,86.375,0.0,1,small,senior
Great Dane,10,16,Cream,Male,dane great,15.0,15.25,0.0,0,medium,senior
Havanese,8,18,Brindle,Female,havanese,24.0,23.75,0.0,1,medium,senior
Boxer,10,17,Black and White,Female,boxer,14.0,10.625,0.0,1,medium,senior
Labrador Retriever,14,12,Black and White,Female,labrador retriever,1.0,1.0,0.0,1,medium,senior
Bloodhound,1,10,Merle,Male,bloodhound,46.0,49.375,0.0,0,small,puppy
Cocker Spaniel,4,15,Gray,Female,cocker spaniel,30.0,29.375,0.0,1,medium,adult
Rottweiler,10,35,Black and White,Male,rottweiler,8.0,8.5,0.0,0,large,senior
Whippet,7,8,Bicolor,Female,whippet,59.0,58.875,0.0,1,small,adult
Bloodhound,5,39,Merle,Male,bloodhound,46.0,49.375,0.0,0,large,adult
French Bulldog,9,6,Black and Tan,Male,bulldog french,2.0,5.75,0.0,0,small,senior
Cavalier King Charles Spaniel,2,48,Cream,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,giant,adult
Vizsla,12,21,Brown,Male,vizsla,35.0,32.625,0.0,0,medium,senior
Belgian Malinois,11,44,Spotted,Female,belgian malinoi,37.0,47.875,0.0,1,large,senior
Poodle,5,22,White,Female,poodle,6.0,7.0,0.0,1,medium,adult
Pug,6,57,Bicolor,Female,pug,29.0,31.0,0.0,1,giant,adult
Border Collie,5,51,Black and White,Male,border collie,,,,0,giant,adult
Schnauzer,13,57,Brown,Male,schnauzer,,,,0,giant,senior
Beagle,13,53,Blue,Male,beagle,7.0,5.625,0.0,0,giant,senior
Bernese Mountain Dog,11,12,Blue,Female,bernese mountain,22.0,26.5,0.0,1,medium,senior
Pembroke Welsh Corgi,3,23,Gray,Male,corgi pembroke welsh,11.0,16.625,0.0,0,medium,adult
Doberman Pinscher,11,26,Cream,Male,doberman pinscher,18.0,15.625,0.0,0,large,senior
Schnauzer,11,27,Merle,Male,schnauzer,,,,0,large,senior
Schnauzer,7,35,Merle,Male,schnauzer,,,,0,large,adult
Boston Terrier,4,9,Black and White,Male,boston terrier,21.0,21.625,0.0,0,small,adult
Border Collie,10,36,Black and White,Female,border collie,,,,1,large,senior
Bull Terrier,3,8,Brown,Male,bull terrier,64.0,58.125,0.0,0,small,adult
Dogo Argentino,3,54,Bicolor,Female,argentino dogo,93.0,93.0,0.875,1,giant,adult
Whippet,4,53,Bicolor,Male,whippet,59.0,58.875,0.0,0,giant,adult
Dachshund,1,14,Tricolor,Female,dachshund,10.0,11.625,0.0,1,medium,puppy
Bloodhound,12,14,Spotted,Male,bloodhound,46.0,49.375,0.0,0,medium,senior
Bulldog,1,39,Black and White,Female,bulldog,5.0,4.625,0.0,1,large,puppy
Bull Terrier,7,43,Gray,Male,bull terrier,64.0,58.125,0.0,0,large,adult
Australian Shepherd,5,35,Black and White,Male,australian shepherd,12.0,16.0,0.0,0,large,adult
Shih Tzu,4,17,Bicolor,Female,shih tzu,20.0,18.875,0.0,1,medium,adult
Saint Bernard,13,53,Tricolor,Female,bernard saint,,,,1,giant,senior
Bloodhound,1,54,Spotted,Female,bloodhound,46.0,49.375,0.0,1,giant,puppy
Pembroke Welsh Corgi,12,13,Gray,Male,corgi pembroke welsh,11.0,16.625,0.0,0,medium,senior
Bull Terrier,1,51,Black and White,Female,bull terrier,64.0,58.125,0.0,1,giant,puppy
Pembroke Welsh Corgi,9,29,Black and Tan,Male,corgi pembroke welsh,11.0,16.625,0.0,0,large,senior
Lhasa Apso,13,41,Brindle,Male,apso lhasa,78.0,71.375,0.0,0,large,senior
Weimaraner,9,14,Black and White,Male,weimaraner,39.0,35.5,0.0,0,medium,senior
Miniature Schnauzer,10,11,Brindle,Male,miniature schnauzer,19.0,17.5,0.0,0,medium,senior
Pembroke Welsh Corgi,3,13,Black and Tan,Female,corgi pembroke welsh,11.0,16.625,0.0,1,medium,adult
Chinese Shar-Pei,12,22,Spotted,Female,chinese pei shar,61.0,60.875,0.0,1,medium,senior
Akita,5,14,Tricolor,Male,akita,48.0,46.5,0.0,0,medium,adult
Pug,11,6,Brindle,Female,pug,29.0,31.0,0.0,1,small,senior
Great Dane,5,41,Tricolor,Male,dane great,15.0,15.25,0.0,0,large,adult
Boxer,10,5,Red,Female,boxer,14.0,10.625,0.0,1,small,senior
Vizsla,14,46,Tan,Male,vizsla,35.0,32.625,0.0,0,giant,senior
Yorkshire Terrier,11,19,Merle,Female,terrier yorkshire,13.0,9.0,0.0,1,medium,senior
Doberman Pinscher,12,59,White,Male,doberman pinscher,18.0,15.625,0.0,0,giant,senior
Lhasa Apso,14,32,Bicolor,Female,apso lhasa,78.0,71.375,0.0,1,large,senior
Airedale Terrier,9,31,Black and White,Female,airedale terrier,62.0,57.375,0.0,1,large,senior
Great Dane,6,39,Black,Male,dane great,15.0,15.25,0.0,0,large,adult
Bernese Mountain Dog,9,10,Red,Male,bernese mountain,22.0,26.5,0.0,0,small,senior
Cavalier King Charles Spaniel,3,12,Black,Male,cavalier charle king spaniel,17.0,18.0,0.0,0,medium,adult
Vizsla,13,55,Black and White,Male,vizsla,35.0,32.625,0.0,0,giant,senior
Cavalier King Charles Spaniel,7,23,Cream,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,medium,adult
Miniature Schnauzer,7,20,Red,Male,miniature schnauzer,19.0,17.5,0.0,0,medium,adult
Siberian Husky,12,34,White,Female,husky siberian,16.0,13.5,0.0,1,large,senior
German Shepherd,1,43,Cream,Female,german shepherd,3.0,2.125,0.0,1,large,puppy
Bichon Frise,11,21,Blue,Male,bichon frise,45.0,44.125,0.0,0,medium,senior
Dachshund,11,55,Brown,Female,dachshund,10.0,11.625,0.0,1,giant,senior
French Bulldog,2,8,Brown,Male,bulldog french,2.0,5.75,0.0,0,small,adult
Pug,6,54,Brindle,Female,pug,29.0,31.0,0.0,1,giant,adult
Bichon Frise,4,10,Brindle,Female,bichon frise,45.0,44.125,0.0,1,small,adult
Beagle,4,42,Tan,Male,beagle,7.0,5.625,0.0,0,large,adult
Labrador Retriever,5,31,Blue,Female,labrador retriever,1.0,1.0,0.0,1,large,adult
Rottweiler,13,39,White,Female,rottweiler,8.0,8.5,0.0,1,large,senior
Bernese Mountain Dog,11,38,Sable,Male,bernese mountain,22.0,26.5,0.0,0,large,senior
French Bulldog,2,29,Black and White,Male,bulldog french,2.0,5.75,0.0,0,large,adult
Papillon,3,58,Cream,Male,papillon,53.0,49.375,0.0,0,giant,adult
Weimaraner,5,47,Gray,Female,weimaraner,39.0,35.5,0.0,1,giant,adult
Airedale Terrier,9,39,Brown,Female,airedale terrier,62.0,57.375,0.0,1,large,senior
Shetland Sheepdog,2,15,Merle,Female,sheepdog shetland,27.0,23.75,0.0,1,medium,adult
Rottweiler,14,7,Brindle,Male,rottweiler,8.0,8.5,0.0,0,small,senior
Yorkshire Terrier,4,6,Red,Female,terrier yorkshire,13.0,9.0,0.0,1,small,adult
Jack Russell Terrier,1,5,Cream,Female,jack russell terrier,,,,1,small,puppy
Bloodhound,8,48,White,Female,bloodhound,46.0,49.375,0.0,1,giant,senior
West Highland White Terrier,9,16,Blue,Male,highland terrier west white,44.0,41.0,0.0,0,medium,senior
Chesapeake Bay Retriever,14,59,White,Male,bay chesapeake retriever,50.0,44.125,0.0,0,giant,senior
Weimaraner,12,12,Bicolor,Male,weimaraner,39.0,35.5,0.0,0,medium,senior
Bulldog,14,40,Black and Tan,Male,bulldog,5.0,4.625,0.0,0,large,senior
Bichon Frise,3,22,Blue,Female,bichon frise,45.0,44.125,0.0,1,medium,adult
Shih Tzu,2,45,Black,Female,shih tzu,20.0,18.875,0.0,1,giant,adult
Shih Tzu,7,13,Sable,Female,shih tzu,20.0,18.875,0.0,1,medium,adult
Belgian Malinois,9,42,Black,Male,belgian malinoi,37.0,47.875,0.0,0,large,senior
Yorkshire Terrier,14,37,Tan,Male,terrier yorkshire,13.0,9.0,0.0,0,large,senior
Beagle,14,6,Bicolor,Female,beagle,7.0,5.625,0.0,1,small,senior
Cavalier King Charles Spaniel,3,46,Merle,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,giant,adult
Siberian Husky,12,9,Tricolor,Female,husky siberian,16.0,13.5,0.0,1,small,senior
Akita,11,51,Bicolor,Female,akita,48.0,46.5,0.0,1,giant,senior
French Bulldog,9,22,Red,Female,bulldog french,2.0,5.75,0.0,1,medium,senior
Basenji,2,33,Blue,Male,basenji,86.0,86.375,0.0,0,large,adult
Pug,8,36,Black and Tan,Male,pug,29.0,31.0,0.0,0,large,senior
Poodle,10,22,Merle,Male,poodle,6.0,7.0,0.0,0,medium,senior
Basenji,12,41,Tricolor,Male,basenji,86.0,86.375,0.0,0,large,senior
Pekingese,11,5,Merle,Female,pekingese,95.0,86.375,0.0,1,small,senior
Dogo Argentino,5,50,Spotted,Male,argentino dogo,93.0,93.0,0.875,0,giant,adult
Pomeranian,10,24,Brindle,Male,pomeranian,23.0,21.75,0.0,0,medium,senior
Vizsla,5,30,Cream,Female,vizsla,35.0,32.625,0.0,1,large,adult
Havanese,11,34,Bicolor,Male,havanese,24.0,23.75,0.0,0,large,senior
Weimaraner,3,12,Sable,Female,weimaraner,39.0,35.5,0.0,1,medium,adult
Alaskan Malamute,5,31,Gray,Female,alaskan malamute,65.0,58.875,0.0,1,large,adult
Akita,8,11,Cream,Female,akita,48.0,46.5,0.0,1,medium,senior
Beagle,4,36,Red,Female,beagle,7.0,5.625,0.0,1,large,adult
Beagle,5,50,Bicolor,Male,beagle,7.0,5.625,0.0,0,giant,adult
Maltese,8,8,White,Female,maltese,38.0,33.0,0.0,1,small,senior
Siberian Husky,1,9,Bicolor,Male,husky siberian,16.0,13.5,0.0,0,small,puppy
Doberman Pinscher,5,6,Gray,Female,doberman pinscher,18.0,15.625,0.0,1,small,adult
Schnauzer,5,17,Tricolor,Male,schnauzer,,,,0,medium,adult
Lhasa Apso,12,56,Gray,Female,apso lhasa,78.0,71.375,0.0,1,giant,senior
Vizsla,9,13,Spotted,Male,vizsla,35.0,32.625,0.0,0,medium,senior
Labrador Retriever,11,38,White,Female,labrador retriever,1.0,1.0,0.0,1,large,senior
Dachshund,8,38,Tan,Male,dachshund,10.0,11.625,0.0,0,large,senior
Rottweiler,9,34,Black,Male,rottweiler,8.0,8.5,0.0,0,large,senior
Airedale Terrier,13,34,White,Female,airedale terrier,62.0,57.375,0.0,1,large,senior
Bulldog,6,27,Brindle,Male,bulldog,5.0,4.625,0.0,0,large,adult
Schnauzer,11,30,Black and Tan,Female,schnauzer,,,,1,large,senior
Dachshund,7,34,Spotted,Female,dachshund,10.0,11.625,0.0,1,large,adult
Pekingese,12,8,Tan,Male,pekingese,95.0,86.375,0.0,0,small,senior
Chesapeake Bay Retriever,3,47,Blue,Female,bay chesapeake retriever,50.0,44.125,0.0,1,giant,adult
Belgian Malinois,12,32,Merle,Female,belgian malinoi,37.0,47.875,0.0,1,large,senior
Lhasa Apso,13,45,Black and White,Male,apso lhasa,78.0,71.375,0.0,0,giant,senior
Shih Tzu,9,57,Black,Male,shih tzu,20.0,18.875,0.0,0,giant,senior
Cocker Spaniel,9,49,Brindle,Male,cocker spaniel,30.0,29.375,0.0,0,giant,senior
Belgian Malinois,9,18,Red,Male,belgian malinoi,37.0,47.875,0.0,0,medium,senior
Siberian Husky,14,31,Brown,Female,husky siberian,16.0,13.5,0.0,1,large,senior
Airedale Terrier,1,49,Gray,Male,airedale terrier,62.0,57.375,0.0,0,giant,puppy
Chinese Shar-Pei,1,29,Blue,Male,chinese pei shar,61.0,60.875,0.0,0,large,puppy
Alaskan Malamute,2,39,White,Male,alaskan malamute,65.0,58.875,0.0,0,large,adult
Pug,13,53,Spotted,Male,pug,29.0,31.0,0.0,0,giant,senior
Whippet,1,30,Brown,Female,whippet,59.0,58.875,0.0,1,large,puppy
Vizsla,6,42,Black and Tan,Female,vizsla,35.0,32.625,0.0,1,large,adult
Chihuahua,9,36,Cream,Female,chihuahua,34.0,29.75,0.0,1,large,senior
Weimaraner,12,20,Cream,Male,weimaraner,39.0,35.5,0.0,0,medium,senior
Whippet,13,27,Black and White,Female,whippet,59.0,58.875,0.0,1,large,senior
Bulldog,4,38,Brindle,Female,bulldog,5.0,4.625,0.0,1,large,adult
Whippet,1,16,Tricolor,Female,whippet,59.0,58.875,0.0,1,medium,puppy
Jack Russell Terrier,13,43,Brown,Female,jack russell terrier,,,,1,large,senior
Labrador Retriever,5,43,Black and White,Male,labrador retriever,1.0,1.0,0.0,0,large,adult
Rottweiler,13,22,Gray,Female,rottweiler,8.0,8.5,0.0,1,medium,senior
Vizsla,3,33,Red,Female,vizsla,35.0,32.625,0.0,1,large,adult
Pembroke Welsh Corgi,2,48,Black and Tan,Female,corgi pembroke welsh,11.0,16.625,0.0,1,giant,adult
Airedale Terrier,10,25,Tricolor,Male,airedale terrier,62.0,57.375,0.0,0,large,senior
Poodle,9,49,Bicolor,Female,poodle,6.0,7.0,0.0,1,giant,senior
Basenji,10,41,Tricolor,Female,basenji,86.0,86.375,0.0,1,large,senior
Irish Setter,5,13,Cream,Female,irish setter,75.0,74.625,0.0,1,medium,adult
Pug,11,52,White,Female,pug,29.0,31.0,0.0,1,giant,senior
Pug,2,10,Brown,Male,pug,29.0,31.0,0.0,0,small,adult
Dachshund,7,35,Sable,Female,dachshund,10.0,11.625,0.0,1,large,adult
Poodle,2,56,Brown,Female,poodle,6.0,7.0,0.0,1,giant,adult
Havanese,3,52,Merle,Female,havanese,24.0,23.75,0.0,1,giant,adult
Jack Russell Terrier,4,56,Brindle,Male,jack russell terrier,,,,0,giant,adult
French Bulldog,1,7,Brown,Female,bulldog french,2.0,5.75,0.0,1,small,puppy
Bloodhound,5,25,Spotted,Female,bloodhound,46.0,49.375,0.0,1,large,adult
Lhasa Apso,6,29,Red,Female,apso lhasa,78.0,71.375,0.0,1,large,adult
Miniature Schnauzer,11,49,Red,Female,miniature schnauzer,19.0,17.5,0.0,1,giant,senior
Cavalier King Charles Spaniel,4,18,Black and Tan,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,medium,adult
Pug,14,24,Red,Male,pug,29.0,31.0,0.0,0,medium,senior
Schnauzer,9,38,Sable,Female,schnauzer,,,,1,large,senior
West Highland White Terrier,8,43,Merle,Male,highland terrier west white,44.0,41.0,0.0,0,large,senior
Jack Russell Terrier,12,33,Brown,Male,jack russell terrier,,,,0,large,senior
Shetland Sheepdog,9,21,Gray,Male,sheepdog shetland,27.0,23.75,0.0,0,medium,senior
Chesapeake Bay Retriever,10,24,Black,Male,bay chesapeake retriever,50.0,44.125,0.0,0,medium,senior
Dachshund,11,41,Tan,Female,dachshund,10.0,11.625,0.0,1,large,senior
Airedale Terrier,9,20,Tricolor,Male,airedale terrier,62.0,57.375,0.0,0,medium,senior
Schnauzer,11,42,Sable,Female,schnauzer,,,,1,large,senior
Cocker Spaniel,3,59,Cream,Female,cocker spaniel,30.0,29.375,0.0,1,giant,adult
Golden Retriever,6,43,White,Female,golden retriever,4.0,3.125,0.0,1,large,adult
Cocker Spaniel,4,15,Bicolor,Male,cocker spaniel,30.0,29.375,0.0,0,medium,adult
Schnauzer,8,46,Bicolor,Female,schnauzer,,,,1,giant,senior
Whippet,13,59,Bicolor,Female,whippet,59.0,58.875,0.0,1,giant,senior
Cocker Spaniel,7,56,White,Female,cocker spaniel,30.0,29.375,0.0,1,giant,adult
Bull Terrier,4,24,Merle,Female,bull terrier,64.0,58.125,0.0,1,medium,adult
Bull Terrier,6,58,Merle,Female,bull terrier,64.0,58.125,0.0,1,giant,adult
Chesapeake Bay Retriever,12,46,Red,Female,bay chesapeake retriever,50.0,44.125,0.0,1,giant,senior
Airedale Terrier,13,47,Tricolor,Female,airedale terrier,62.0,57.375,0.0,1,giant,senior
Papillon,6,14,Red,Female,papillon,53.0,49.375,0.0,1,medium,adult
Airedale Terrier,5,18,Black and White,Male,airedale terrier,62.0,57.375,0.0,0,medium,adult
Cavalier King Charles Spaniel,4,14,Spotted,Male,cavalier charle king spaniel,17.0,18.0,0.0,0,medium,adult
Bull Terrier,3,34,Spotted,Female,bull terrier,64.0,58.125,0.0,1,large,adult
Siberian Husky,2,6,Tan,Female,husky siberian,16.0,13.5,0.0,1,small,adult
Pug,13,58,Tan,Female,pug,29.0,31.0,0.0,1,giant,senior
Pug,10,24,Blue,Female,pug,29.0,31.0,0.0,1,medium,senior
Beagle,7,37,Blue,Male,beagle,7.0,5.625,0.0,0,large,adult
Bulldog,11,39,Black and Tan,Female,bulldog,5.0,4.625,0.0,1,large,senior
Samoyed,13,35,Sable,Female,samoyed,56.0,61.5,0.0,1,large,senior
Boston Terrier,1,58,Blue,Male,boston terrier,21.0,21.625,0.0,0,giant,puppy
Cavalier King Charles Spaniel,1,41,Brown,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,large,puppy
Siberian Husky,7,31,Sable,Male,husky siberian,16.0,13.5,0.0,0,large,adult
Dogo Argentino,4,45,Brindle,Male,argentino dogo,93.0,93.0,0.875,0,giant,adult
Chesapeake Bay Retriever,10,5,Black and Tan,Male,bay chesapeake retriever,50.0,44.125,0.0,0,small,senior
Border Collie,9,22,White,Female,border collie,,,,1,medium,senior
Miniature Schnauzer,4,36,Gray,Female,miniature schnauzer,19.0,17.5,0.0,1,large,adult
Beagle,12,28,Cream,Male,beagle,7.0,5.625,0.0,0,large,senior
Golden Retriever,4,37,White,Male,golden retriever,4.0,3.125,0.0,0,large,adult
Border Collie,14,22,Blue,Female,border collie,,,,1,medium,senior
Irish Setter,11,12,White,Male,irish setter,75.0,74.625,0.0,0,medium,senior
Bernese Mountain Dog,8,12,Tan,Male,bernese mountain,22.0,26.5,0.0,0,medium,senior
Shih Tzu,10,59,Sable,Male,shih tzu,20.0,18.875,0.0,0,giant,senior
Bichon Frise,5,58,Blue,Female,bichon frise,45.0,44.125,0.0,1,giant,adult
Vizsla,12,21,Black and Tan,Male,vizsla,35.0,32.625,0.0,0,medium,senior
Samoyed,13,47,Tan,Male,samoyed,56.0,61.5,0.0,0,giant,senior
Shetland Sheepdog,9,35,Merle,Female,sheepdog shetland,27.0,23.75,0.0,1,large,senior
Alaskan Malamute,7,35,Gray,Female,alaskan malamute,65.0,58.875,0.0,1,large,adult
Poodle,7,59,Blue,Male,poodle,6.0,7.0,0.0,0,giant,adult
Rottweiler,8,39,Gray,Male,rottweiler,8.0,8.5,0.0,0,large,senior
Bernese Mountain Dog,3,30,Spotted,Female,bernese mountain,22.0,26.5,0.0,1,large,adult
Siberian Husky,6,23,Black and Tan,Male,husky siberian,16.0,13.5,0.0,0,medium,adult
Papillon,5,14,Gray,Female,papillon,53.0,49.375,0.0,1,medium,adult
Beagle,12,23,Black and Tan,Male,beagle,7.0,5.625,0.0,0,medium,senior
Jack Russell Terrier,11,25,Sable,Male,jack russell terrier,,,,0,large,senior
Boxer,12,17,Merle,Male,boxer,14.0,10.625,0.0,0,medium,senior
Dachshund,11,20,Red,Female,dachshund,10.0,11.625,0.0,1,medium,senior
Yorkshire Terrier,13,26,Bicolor,Male,terrier yorkshire,13.0,9.0,0.0,0,large,senior
Border Collie,13,47,Bicolor,Male,border collie,,,,0,giant,senior
Pug,1,43,Black and Tan,Male,pug,29.0,31.0,0.0,0,large,puppy
Schnauzer,6,26,Merle,Male,schnauzer,,,,0,large,adult
Cavalier King Charles Spaniel,10,16,Black and Tan,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,medium,senior
Vizsla,7,55,Black and White,Male,vizsla,35.0,32.625,0.0,0,giant,adult
Bloodhound,14,10,Blue,Male,bloodhound,46.0,49.375,0.0,0,small,senior
Lhasa Apso,7,26,White,Female,apso lhasa,78.0,71.375,0.0,1,large,adult
Beagle,12,59,Brindle,Male,beagle,7.0,5.625,0.0,0,giant,senior
Lhasa Apso,12,27,Brindle,Male,apso lhasa,78.0,71.375,0.0,0,large,senior
Beagle,9,48,Cream,Female,beagle,7.0,5.625,0.0,1,giant,senior
German Shepherd,14,31,Black and White,Female,german shepherd,3.0,2.125,0.0,1,large,senior
Jack Russell Terrier,11,22,Brown,Male,jack russell terrier,,,,0,medium,senior
German Shepherd,6,13,Bicolor,Female,german shepherd,3.0,2.125,0.0,1,medium,adult
Shetland Sheepdog,3,22,Black and White,Male,sheepdog shetland,27.0,23.75,0.0,0,medium,adult
Irish Setter,13,26,White,Male,irish setter,75.0,74.625,0.0,0,large,senior
Labrador Retriever,13,56,Cream,Male,labrador retriever,1.0,1.0,0.0,0,giant,senior
Pomeranian,4,7,Bicolor,Male,pomeranian,23.0,21.75,0.0,0,small,adult
Weimaraner,8,52,Blue,Female,weimaraner,39.0,35.5,0.0,1,giant,senior
Border Collie,10,53,Gray,Female,border collie,,,,1,giant,senior
Boston Terrier,4,53,Bicolor,Female,boston terrier,21.0,21.625,0.0,1,giant,adult
Boston Terrier,6,46,White,Female,boston terrier,21.0,21.625,0.0,1,giant,adult
Bull Terrier,11,34,Red,Male,bull terrier,64.0,58.125,0.0,0,large,senior
Akita,2,30,Black,Male,akita,48.0,46.5,0.0,0,large,adult
Rottweiler,2,24,Spotted,Female,rottweiler,8.0,8.5,0.0,1,medium,adult
Irish Setter,1,37,White,Male,irish setter,75.0,74.625,0.0,0,large,puppy
Cavalier King Charles Spaniel,5,17,Merle,Male,cavalier charle king spaniel,17.0,18.0,0.0,0,medium,adult
