Breed,Age,Weight,Gender,Color,Coat Length,Coat Type,Energy Level,Playfulness Level,is_brachycephalic,size_category,Spayed/Neutered,Indoor/Outdoor,Season,Sun Exposure,Wind Cooling Effect,Station_Temp,Station_Humidity,Ambient_Temp,Ambient_Humidity,T_device,H_device,breed_wt_mu,breed_wt_sd,ideal_weight,pct_of_ideal,BCS_cont,BCS,Temp_Diff,Hum_Diff,CBT_simulated,is_old,is_overweight,heat_stress_risk,High_humidity_fordogs,prior_heat_related_injury_est,simulated_heat_injury_flag,target2Category,target3Category
Chesapeake Bay Retriever,4.1,4.7,Female,White,Medium,Wiry,4.0,3.0,0.0,Small,0,Indoor_Now,Winter,0.0,0.0,14.335010943543159,67.2741531108381,20.47,49.45,22.74,55.87,28.192307692307693,15.003317883432057,22.602385623713445,0.207942651640673,1.8317706065626922,2,2.27,6.42,38.774588646866746,0,0,0,0,0.0,0,0,Normal
Doberman Pinscher,4.9,37.3,Female,Sable,Short,Smooth,5.0,4.0,0.0,Large,0,Outdoor_Now,Fall,1.6462685893677844,-0.4161293384595647,27.77854015390366,83.59373904068427,27.78,83.59,32.9,89.4,30.075757575757574,16.58573122254428,29.042378846193888,1.2843300542816347,6.137320217126539,6,5.12,5.81,39.90086263943441,0,0,0,1,0.012,0,1,Heat Stress
Doberman Pinscher,4.9,37.3,Female,Sable,Short,Smooth,5.0,4.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,9.099346728153545,79.68741774662783,19.42,51.94,22.0,55.22,30.075757575757574,16.58573122254428,17.049346463125406,2.187767142903279,9.751068571613116,9,2.58,3.28,37.943140504969875,0,1,1,0,0.052000000000000005,0,0,Normal
Saint Bernard,16.5,18.3,Female,Sable,Short,Smooth,3.0,3.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,18.237959591511714,83.40980004693783,21.25,52.68,23.62,54.73,34.2962962962963,14.315356090088146,59.32346398004603,0.308478277771429,2.233913111085716,2,2.37,2.05,38.67980827213424,1,0,1,0,0.0,0,0,Normal
Australian Shepherd,3.2,60.8,Male,Cream,Medium,Double,5.0,4.0,0.0,Giant,0,Indoor_Now,Summer,0.0,0.0,34.691636255275746,77.00014003248575,24.54,51.4,27.83,57.18,33.35294117647059,16.359490859329046,32.81338055986938,1.8529026562523134,8.411610625009253,8,3.29,5.78,38.78847220089605,0,1,1,0,0.042,0,0,Normal
Miniature Schnauzer,10.5,33.5,Female,Gray,Medium,Wiry,3.0,4.0,0.0,Large,0,Outdoor_Now,Winter,2.5018098140277263,-0.08742740704977098,12.02304423548465,49.38800559826441,12.02,49.39,19.7,60.18,35.29090909090909,15.122552115684128,38.99109613401978,0.8591705112586258,4.4366820450345035,4,7.68,10.79,39.96501390780972,0,0,0,1,0.0,0,1,Heat Stress
Chesapeake Bay Retriever,8.5,34.1,Male,Tricolor,Medium,Wiry,4.0,3.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,26.80952000603486,86.0805834367728,22.96,53.22,25.57,56.88,28.192307692307693,15.003317883432057,15.909255533776106,2.1434063918078428,9.573625567231371,9,2.61,3.66,38.78014771875947,0,1,1,0,0.052000000000000005,0,0,Normal
Airedale Terrier,12.7,23.7,Female,Sable,Short,Wiry,3.0,3.0,0.0,Medium,0,Indoor_Now,Summer,0.0,0.0,24.966490905721383,100.0,22.59,56.0,24.35,57.56,31.818181818181817,13.997474519687218,-1.9571495057284842,-12.109447914240183,-47.437791656960734,1,1.76,1.56,38.627609431177184,1,0,1,0,0.0,0,0,Normal
Chinese Shar-Pei,12.3,30.4,Male,Cream,Short,Smooth,3.0,3.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,7.035432068560856,57.88501709785836,19.01,47.58,21.23,49.78,38.234375,14.039334976675413,18.200657824573515,1.6702692997697925,7.68107719907917,8,2.22,2.2,38.70093282549767,1,1,1,0,0.052000000000000005,0,0,Normal
Beagle,8.2,58.6,Male,Black and Tan,Short,Smooth,4.0,4.0,0.0,Giant,1,Indoor_Now,Winter,0.0,0.0,10.472617025731305,69.53129636515942,19.69,49.91,21.96,52.64,32.50909090909091,15.570476249611975,73.06979690059421,0.8019729421134255,4.2078917684537025,4,2.27,2.73,39.41426980242304,0,0,0,0,0.002,0,0,Normal
Weimaraner,6.7,25.3,Male,Bicolor,Short,Smooth,5.0,5.0,0.0,Large,0,Outdoor_Now,Fall,2.42237814202022,-0.6369929713428297,27.384867383572818,72.39594608676444,27.38,72.4,34.38,81.44,29.863636363636363,14.363293348121658,51.85130138304699,0.48793375142310214,2.9517350056924085,3,7.0,9.04,40.08469070661484,0,0,0,1,0.0,0,1,Heat Stress
French Bulldog,6.9,24.7,Male,Black and Tan,Short,Smooth,3.0,5.0,1.0,Medium,1,Indoor_Now,Summer,0.0,0.0,35.915777905638514,60.33769472044675,24.78,48.07,27.25,50.45,28.957142857142856,15.170944497156986,32.49511494925806,0.7601142522058983,4.040457008823593,4,2.47,2.38,39.23276084934328,0,0,1,0,0.052000000000000005,0,0,Normal
Basenji,9.3,80.0,Male,Merle,Short,Smooth,4.0,3.0,0.0,Giant,0,Indoor_Now,Fall,0.0,0.0,21.790513986929206,76.18603738142674,21.96,51.24,24.2,53.94,31.93877551020408,17.33662808822372,60.946737552215865,1.3126215317343333,6.250486126937333,6,2.24,2.7,38.36291153788942,0,0,0,0,0.012,0,0,Normal
Basenji,13.6,58.7,Male,White,Short,Smooth,4.0,3.0,0.0,Giant,1,Outdoor_Now,Fall,2.1578596226444096,-0.48754819089598256,23.997782047391702,77.15537033314098,24.0,77.16,30.3,83.12,31.93877551020408,17.33662808822372,26.002176262397665,2.2575033492441707,10.030013396976683,9,6.3,5.96,38.83869616198932,1,1,1,1,0.052000000000000005,0,0,Normal
Samoyed,12.5,15.3,Female,Blue,Long,Double,4.0,5.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,21.3331606212854,72.75034322286157,21.87,50.55,25.98,58.89,33.017857142857146,13.828154509653745,22.137207191854017,0.6911440936248746,3.7645763744994984,4,4.11,8.34,39.1675801807265,1,0,1,0,0.002,0,0,Normal
Bloodhound,8.7,37.9,Female,Blue,Short,Smooth,3.0,3.0,0.0,Large,0,Indoor_Now,Summer,0.0,0.0,31.5286654123336,87.95334539435618,23.91,53.59,25.82,56.39,32.271186440677965,17.013007709594138,51.524758657127066,0.7355687049832994,3.9422748199331976,4,1.91,2.8,39.73440440201484,0,0,0,0,0.0,0,0,Normal
Dachshund,6.4,35.1,Male,Red,Short,Smooth,3.0,4.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,5.267984753885904,82.61409642107695,18.65,52.52,20.9,55.19,33.88135593220339,14.82319331988604,35.53212273204925,0.9878385331687632,4.951354132675053,5,2.25,2.67,38.35092985534966,0,0,0,0,0.002,0,0,Normal
Bloodhound,8.8,6.4,Female,Spotted,Short,Smooth,3.0,3.0,0.0,Small,1,Indoor_Now,Fall,0.0,0.0,31.45461103906989,70.2254584775988,23.89,50.05,25.91,51.6,32.271186440677965,17.013007709594138,57.705970415744524,0.1109070682615853,1.4436282730463414,1,2.02,1.55,39.385878217124024,0,0,0,0,0.0,0,0,Normal
Golden Retriever,5.1,22.6,Female,Tricolor,Medium,Double,3.0,4.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,12.692345249544086,57.924904079690265,20.14,47.58,23.27,56.23,35.45454545454545,16.512792145477587,24.944477247005658,0.9060121716005458,4.624048686402183,5,3.13,8.65,39.41889668233035,0,0,0,0,0.002,0,0,Normal
Bulldog,6.9,35.4,Female,Gray,Short,Smooth,3.0,4.0,1.0,Large,1,Indoor_Now,Fall,0.0,0.0,34.62156096129308,90.991638894153,24.52,54.2,26.53,55.48,34.6,14.820656255775308,36.428315797037705,0.9717715251298736,4.887086100519495,5,2.01,1.28,38.27020345491869,0,0,1,0,0.052000000000000005,0,0,Normal
Pembroke Welsh Corgi,9.7,57.3,Male,Brindle,Short,Double,4.0,4.0,0.0,Giant,1,Indoor_Now,Summer,0.0,0.0,43.6852967515883,39.77642816725567,26.34,43.96,29.2,48.08,34.47761194029851,14.676675175623544,40.4126489057778,1.4178729074056764,6.671491629622706,7,2.86,4.12,39.23898458578605,0,1,1,0,0.022,0,0,Normal
Cocker Spaniel,10.7,50.3,Male,Bicolor,Long,Double,4.0,3.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,7.127785675279494,74.60288777182421,19.03,50.92,22.54,58.09,32.101694915254235,18.31872503022262,30.076614063108487,1.6723956990124498,7.689582796049799,8,3.51,7.17,39.56030269152193,0,1,1,0,0.052000000000000005,0,0,Normal
Chesapeake Bay Retriever,5.8,83.1,Male,Brown,Medium,Wiry,4.0,3.0,0.0,Giant,0,Indoor_Now,Fall,0.0,0.0,17.644586920157362,90.09635221549826,21.13,54.02,23.68,58.17,28.192307692307693,15.003317883432057,30.838623369902844,2.694672813479151,11.778691253916604,9,2.55,4.15,38.8601209951927,0,1,1,0,0.042,0,0,Normal
Chinese Shar-Pei,9.1,35.3,Male,Brindle,Short,Smooth,3.0,3.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,35.67918577883833,78.0926874350001,24.74,51.62,26.8,51.9,38.234375,14.039334976675413,46.013106366991664,0.7671727207125293,4.068690882850117,4,2.06,0.28,37.98911369147028,0,0,0,0,0.002,0,0,Normal
Vizsla,2.3,11.4,Female,Black and Tan,Short,Smooth,5.0,5.0,0.0,Medium,0,Outdoor_Now,Spring,3.215523182587966,-0.650973910647227,23.652170363115776,73.13047775975471,23.65,73.13,31.83,83.24,29.96875,15.145819005036781,32.84935648339014,0.34703876180235876,2.388155047209435,2,8.18,10.11,38.79007336301249,0,0,0,1,0.0,0,0,Normal
Rottweiler,-0.4,62.6,Female,Merle,Short,Smooth,3.0,4.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,28.293741718218225,63.94047571048213,23.26,48.79,25.84,52.77,30.728813559322035,15.845224154137336,19.444117043760777,3.219482780272971,13.877931121091883,9,2.58,3.98,38.95957048295692,0,1,1,0,0.052000000000000005,0,0,Normal
Saint Bernard,0.6,40.1,Male,Merle,Short,Smooth,3.0,3.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,9.51468787577686,71.53195531626191,19.5,50.31,21.7,51.48,34.2962962962963,14.315356090088146,35.84039461146719,1.118849288204264,5.475397152817056,5,2.2,1.17,38.981433804722585,0,0,0,0,0.002,0,0,Normal
Vizsla,5.8,10.6,Male,Tan,Short,Smooth,5.0,5.0,0.0,Small,1,Outdoor_Now,Fall,2.72971403710761,-0.5480510582508492,31.962533132232913,82.71917916099673,31.96,82.72,39.26,92.23,29.96875,15.145819005036781,31.125202378288293,0.3405600346359238,2.3622401385436955,2,7.3,9.51,39.12307914649881,0,0,0,1,0.0,0,0,Normal
Pomeranian,5.4,38.1,Male,Black and White,Long,Double,3.0,3.0,0.0,Large,0,Indoor_Now,Fall,0.0,0.0,32.029313561487925,76.20505778286874,24.01,51.24,27.87,58.47,32.25,14.363813871537397,43.62231210437356,0.8734062492799437,4.493624997119775,4,3.86,7.23,39.763389126796014,0,0,0,0,0.0,0,0,Normal
Chinese Shar-Pei,6.5,42.1,Female,Merle,Short,Smooth,3.0,3.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,6.056446134432424,64.89740871675127,18.81,48.98,20.96,49.87,38.234375,14.039334976675413,40.39072979528435,1.0423183788304615,5.169273515321846,5,2.15,0.89,38.68200371144997,0,0,0,0,0.002,0,0,Normal
Maltese,10.9,35.1,Female,Blue,Long,Silky,3.0,3.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,24.184866218003403,87.80511198143726,22.44,53.56,26.28,57.93,31.346153846153847,13.70542273583796,16.95928680743627,2.069662504003967,9.278650016015868,9,3.84,4.37,38.978723979496245,0,1,1,0,0.052000000000000005,0,0,Normal
Bull Terrier,3.3,53.9,Male,Black and Tan,Short,Smooth,4.0,4.0,1.0,Giant,1,Indoor_Now,Winter,0.0,0.0,18.677879721391072,71.14517420358628,21.34,50.23,23.67,53.44,34.163636363636364,16.000883813973616,18.718522383127716,2.8795007905423002,12.518003162169201,9,2.33,3.21,38.4926709127682,0,1,1,0,0.102,0,0,Normal
Papillon,6.8,47.1,Female,Brindle,Medium,Silky,4.0,5.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,24.258646130734846,100.0,22.45,56.0,25.4,63.28,32.125,16.89595822246608,14.8857476243126,3.1641003991678924,13.65640159667157,9,2.95,7.28,38.69653729343841,0,1,1,1,0.052000000000000005,0,0,Normal
Boston Terrier,9.7,16.6,Male,Tan,Short,Smooth,4.0,5.0,1.0,Medium,1,Indoor_Now,Spring,0.0,0.0,22.054771317220897,63.37751782053841,22.01,48.68,25.01,53.07,33.0377358490566,18.50775540576576,-6.394717248770782,-2.59589272742136,-9.38357090968544,1,3.0,4.39,37.7984158973313,0,0,1,0,0.042,0,0,Normal
Airedale Terrier,14.6,30.5,Male,Tricolor,Short,Wiry,3.0,3.0,0.0,Large,1,Outdoor_Now,Winter,1.327016717264707,-0.46382884446949496,13.76903552014232,69.02811148938366,13.77,69.03,18.26,72.58,31.818181818181817,13.997474519687218,17.53429184245344,1.7394486343699618,7.957794537479847,8,4.49,3.55,38.599941296398875,1,1,1,1,0.052000000000000005,0,0,Normal
Saint Bernard,4.8,32.6,Female,Merle,Short,Smooth,3.0,3.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,12.589330413871977,67.36535590796525,20.12,49.47,22.09,51.31,34.2962962962963,14.315356090088146,49.98122306096229,0.652244943270749,3.608979773082996,4,1.97,1.84,37.7871880841885,0,0,0,0,0.002,0,0,Normal
Rottweiler,12.0,39.0,Male,Black,Short,Smooth,3.0,4.0,0.0,Large,0,Indoor_Now,Winter,0.0,0.0,6.024475796477057,50.71975674083961,18.8,46.14,21.22,48.69,30.728813559322035,15.845224154137336,7.597580859142408,5.133212890135954,21.532851560543815,9,2.42,2.55,38.03054677760057,1,1,1,0,0.042,0,0,Normal
Doberman Pinscher,5.2,22.9,Female,Gray,Short,Smooth,5.0,4.0,0.0,Medium,0,Outdoor_Now,Winter,1.9242403550662017,-0.3509842345877381,11.9101222740252,65.58031778741176,11.91,65.58,18.09,74.18,30.075757575757574,16.58573122254428,48.13720773046521,0.4757234804358414,2.902893921743366,3,6.18,8.6,39.19526346421793,0,0,0,1,0.0,0,0,Normal
Doberman Pinscher,5.2,22.9,Female,Gray,Short,Smooth,5.0,4.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,18.43388016754152,78.81507226029443,21.29,51.76,23.62,55.72,30.075757575757574,16.58573122254428,19.840157457687837,1.1542247106071482,5.616898842428593,6,2.33,3.96,38.33191959226845,0,0,0,0,0.022,0,0,Normal
Bulldog,7.1,77.0,Female,Tricolor,Short,Smooth,3.0,4.0,1.0,Giant,0,Indoor_Now,Winter,0.0,0.0,13.20839416507351,43.5611455452244,20.24,44.71,22.74,49.05,34.6,14.820656255775308,44.41940791280548,1.733476505385881,7.933906021543524,8,2.5,4.34,38.98283295423212,0,1,1,0,0.092,0,0,Normal
Rottweiler,6.2,24.1,Male,Merle,Short,Smooth,3.0,4.0,0.0,Medium,1,Indoor_Now,Spring,0.0,0.0,34.64383813048753,65.09506181779584,24.53,49.02,26.68,51.3,30.728813559322035,15.845224154137336,32.78231032297049,0.7351525796250299,3.9406103185001196,4,2.15,2.28,39.74341487951531,0,0,0,0,0.002,0,0,Normal
Pomeranian,13.5,49.6,Male,Tricolor,Long,Double,3.0,3.0,0.0,Giant,0,Indoor_Now,Summer,0.0,0.0,27.275991491191142,67.65738873042551,23.06,49.53,26.84,57.8,32.25,14.363813871537397,50.28961291280023,0.9862871699967947,4.945148679987179,5,3.78,8.27,39.99488514868682,1,0,1,0,0.0,0,1,Heat Stress
Dachshund,5.9,28.3,Female,Black and White,Short,Smooth,3.0,4.0,0.0,Large,1,Outdoor_Now,Winter,2.4204293509087065,-0.20425757338041142,17.99968527952059,57.00360976021861,18.0,57.0,24.77,64.22,33.88135593220339,14.82319331988604,32.935763914633775,0.8592483257212672,4.436993302885069,4,6.77,7.22,39.053557351711156,0,0,0,1,0.002,0,0,Normal
Vizsla,2.3,23.0,Female,Sable,Short,Smooth,5.0,5.0,0.0,Medium,1,Outdoor_Now,Winter,2.348643456501167,-0.4013407535368151,7.280599393727316,59.27802422005087,7.28,59.28,14.13,67.98,29.96875,15.145819005036781,44.67222212013307,0.5148613368313787,3.0594453473255148,3,6.85,8.7,38.907336298402385,0,0,0,1,0.0,0,0,Normal
Saint Bernard,16.5,41.2,Female,Sable,Short,Smooth,3.0,3.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,9.564235986543082,92.13191950584172,19.51,54.43,21.7,58.82,34.2962962962963,14.315356090088146,35.509254194735554,1.1602609216756834,5.641043686702734,6,2.19,4.39,38.52354935109754,1,0,1,0,0.022,0,0,Normal
Pembroke Welsh Corgi,0.5,60.2,Male,Brown,Short,Double,4.0,4.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,24.148939951998518,88.84603765846606,22.43,53.77,25.38,58.95,34.47761194029851,14.676675175623544,13.4206435379547,4.485626924651518,18.94250769860607,9,2.95,5.18,38.47419305511154,0,1,1,0,0.052000000000000005,0,0,Normal
Maltese,8.9,24.1,Male,Gray,Long,Silky,3.0,3.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,36.27277693961356,73.4932586387385,24.85,50.7,28.7,58.0,31.346153846153847,13.70542273583796,22.908691613200343,1.0520024629478713,5.208009851791485,5,3.85,7.3,39.7443805967975,0,0,0,0,0.002,0,0,Normal
Rottweiler,2.7,18.3,Female,Sable,Short,Smooth,3.0,4.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,29.840442238181332,64.68636598639806,23.57,48.94,25.96,50.22,30.728813559322035,15.845224154137336,57.997515076792595,0.31553075982254714,2.2621230392901888,2,2.39,1.28,38.825411494234444,0,0,0,0,0.0,0,0,Normal
Golden Retriever,6.9,35.6,Female,Black and Tan,Medium,Double,3.0,4.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,8.446170549210429,67.1795426587235,19.29,49.44,22.66,57.7,35.45454545454545,16.512792145477587,48.184924723249964,0.7388202888033663,3.955281155213465,4,3.37,8.26,39.951227905998344,0,0,0,0,0.002,0,1,Heat Stress
French Bulldog,7.0,28.7,Female,Gray,Short,Smooth,3.0,5.0,1.0,Large,1,Indoor_Now,Winter,0.0,0.0,5.010375818319879,71.77588219906579,18.6,50.36,20.78,52.65,28.957142857142856,15.170944497156986,35.275665606187864,0.8135920189402636,4.254368075761054,4,2.18,2.29,38.4670932799043,0,0,1,0,0.052000000000000005,0,0,Normal
Jack Russell Terrier,0.3,23.2,Female,Bicolor,Short,Wiry,5.0,5.0,0.0,Medium,1,Outdoor_Now,Winter,1.4065044810075462,-0.1979108940427793,9.916782727174509,66.43547499076513,9.92,66.44,15.32,73.67,29.545454545454547,14.82842388395189,10.910555712862873,2.1263811496465417,9.505524598586167,9,5.4,7.23,38.28670537543395,0,1,1,1,0.052000000000000005,0,0,Normal
Bloodhound,2.6,18.2,Female,Tricolor,Short,Smooth,3.0,3.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,18.758892881214884,74.9901723736302,21.35,51.0,23.39,53.59,32.271186440677965,17.013007709594138,4.798355910783307,3.7929658279618823,16.17186331184753,9,2.04,2.59,39.251390424073726,0,1,1,0,0.052000000000000005,0,0,Normal
Havanese,0.4,33.7,Male,Bicolor,Long,Double,3.0,5.0,0.0,Large,1,Outdoor_Now,Fall,2.0654945145636843,-0.22699952569569803,35.96335028634748,79.62740936329041,35.96,79.63,43.89,92.91,31.563636363636363,16.215862874179983,17.22234552801895,1.9567601837492832,8.827040734997134,9,7.93,13.28,39.80754076086156,0,1,1,1,0.052000000000000005,0,1,Heat Stress
Pug,1.2,46.5,Male,Brown,Short,Smooth,3.0,5.0,1.0,Giant,1,Indoor_Now,Spring,0.0,0.0,29.91468230331455,71.50483949384915,23.58,50.3,25.89,54.03,33.6,17.300469646804387,38.55649384419128,1.2060225234148318,5.824090093659327,6,2.31,3.73,38.93446603368378,0,0,1,0,0.072,0,0,Normal
Maltese,9.6,34.0,Male,Brindle,Long,Silky,3.0,3.0,0.0,Large,0,Indoor_Now,Summer,0.0,0.0,41.819284003132964,87.60898455653196,25.96,53.52,29.93,59.94,31.346153846153847,13.70542273583796,13.505500573166952,2.5174927664326643,11.069971065730657,9,3.97,6.42,40.16692826540873,0,1,1,0,0.042,0,1,Heat Stress
Rottweiler,11.4,24.2,Female,Spotted,Short,Smooth,3.0,4.0,0.0,Medium,1,Indoor_Now,Summer,0.0,0.0,27.983825094845628,73.77874001128946,23.2,50.76,25.53,52.46,30.728813559322035,15.845224154137336,47.574794448708644,0.5086727179891553,3.034690871956621,3,2.33,1.7,39.554426123563196,0,0,0,0,0.0,0,0,Normal
Beagle,7.9,7.1,Female,Brown,Short,Smooth,4.0,4.0,0.0,Small,1,Outdoor_Now,Spring,3.163192196336925,-0.3534779547177497,29.70227937127911,63.05302392910716,29.7,63.05,38.2,74.23,32.50909090909091,15.570476249611975,59.00934792228412,0.1203199196396945,1.4812796785587778,1,8.5,11.18,40.123079752062836,0,0,0,1,0.0,0,1,Heat Stress
Shetland Sheepdog,-1.0,23.7,Male,Black and White,Long,Double,4.0,5.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,6.344425292621481,61.84646734188538,18.87,48.37,23.1,58.93,30.2,16.467655372559502,37.21865415392154,0.6367774584751569,3.5471098339006275,4,4.23,10.56,38.95891072365614,0,0,0,0,0.002,0,0,Normal
Shetland Sheepdog,-1.0,23.7,Male,Black and White,Medium,Double,4.0,3.0,0.0,Medium,1,Indoor_Now,Spring,0.0,0.0,32.472371874469914,81.22856447790203,24.09,52.25,26.91,58.24,30.2,16.467655372559502,6.84736037911382,3.4611877698581472,14.844751079432589,9,2.82,5.99,39.20177661368322,0,1,1,0,0.052000000000000005,1,0,Normal
Poodle,12.5,40.6,Male,Brown,Long,Curly,4.0,5.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,32.00100772667521,59.663270137490095,24.0,47.93,28.29,59.86,33.540983606557376,15.44730156639211,62.40697705572805,0.6505682844362914,3.6022731377451658,4,4.29,11.93,38.963093281710584,1,0,1,0,0.002,0,0,Normal
Whippet,6.7,26.5,Female,Black and White,Short,Smooth,4.0,4.0,0.0,Large,0,Indoor_Now,Winter,0.0,0.0,10.256371597588053,83.09757824022645,19.65,52.62,22.03,54.7,32.666666666666664,15.193293197726764,47.73655110045152,0.5551301757061655,3.220520702824662,3,2.38,2.08,38.819650978398464,0,0,0,0,0.0,0,0,Normal
Airedale Terrier,14.1,31.2,Female,Brindle,Short,Wiry,3.0,3.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,33.311020369371654,74.37403394541376,24.26,50.87,26.5,52.24,31.818181818181817,13.997474519687218,49.08544709579151,0.6356262771552716,3.5425051086210866,4,2.24,1.37,39.195920018166824,1,0,1,0,0.002,0,0,Normal
Cavalier King Charles Spaniel,14.4,10.0,Female,Black and Tan,Medium,Wavy,3.0,3.0,1.0,Small,1,Outdoor_Now,Winter,1.4198847799397714,-0.7721267842431184,15.308446015253942,71.75070271767669,15.31,71.75,20.18,79.23,30.234375,15.476292353144535,23.555817499859913,0.4245235810669475,2.6980943242677897,3,4.87,7.48,39.56322982129609,1,0,1,1,0.042,0,0,Normal
West Highland White Terrier,11.5,12.5,Male,Brown,Medium,Double,4.0,5.0,0.0,Medium,0,Indoor_Now,Winter,0.0,0.0,14.90971131559818,46.561637368714344,20.58,45.31,23.54,52.31,29.520833333333332,18.118979802351294,54.073476391647546,0.23116693865702356,1.9246677546280941,2,2.96,7.0,39.46643080164021,0,0,0,0,0.0,0,0,Normal
Pomeranian,12.9,11.8,Male,Brindle,Long,Double,3.0,3.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,25.041201027817653,71.34927795300399,22.61,50.27,26.36,58.31,32.25,14.363813871537397,30.50682657241503,0.38679867183136746,2.5471946873254696,3,3.75,8.04,38.88407640795042,1,0,1,0,0.0,0,0,Normal
Weimaraner,11.8,1.7,Male,Bicolor,Short,Smooth,5.0,5.0,0.0,Toy,0,Indoor_Now,Fall,0.0,0.0,25.56338063472303,62.62526633964422,22.71,48.53,25.04,53.57,29.863636363636363,14.363293348121658,21.963710946486184,0.0774003994198426,1.3096015976793702,1,2.33,5.04,39.606854852814706,0,0,0,0,0.0,0,0,Normal
Miniature Schnauzer,5.2,46.6,Male,Tricolor,Medium,Wiry,3.0,4.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,27.878979289442015,75.88173972323602,23.18,51.18,25.69,55.03,35.29090909090909,15.122552115684128,43.56221802775814,1.0697343273546394,5.278937309418557,5,2.51,3.85,37.817967660780795,0,0,0,0,0.002,0,0,Normal
Maltese,3.8,40.1,Male,Brown,Long,Silky,3.0,3.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,30.676687232744662,87.41250034184196,23.74,53.48,27.2,59.37,31.346153846153847,13.70542273583796,20.486934940733413,1.9573450160312005,8.829380064124802,9,3.46,5.89,39.81803569392979,0,1,1,0,0.052000000000000005,0,1,Heat Stress
Bulldog,8.7,17.1,Female,Black and Tan,Short,Smooth,3.0,4.0,1.0,Medium,1,Indoor_Now,Fall,0.0,0.0,20.043273335348232,70.86746681366792,21.61,50.17,23.22,54.11,34.6,14.820656255775308,54.25403720358028,0.31518391775776555,2.260735671031062,2,1.61,3.94,38.87517459423428,0,0,1,0,0.042,0,0,Normal
Labrador Retriever,5.5,27.0,Female,Black,Short,Double,5.0,5.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,26.005638068981934,60.96512254663183,22.8,48.19,25.75,54.29,31.923076923076923,15.760270419007453,44.27338396580661,0.6098472170289206,3.4393888681156826,3,2.95,6.1,38.70371296168176,0,0,0,0,0.0,0,0,Normal
Papillon,10.9,51.6,Female,Cream,Medium,Silky,4.0,5.0,0.0,Giant,0,Outdoor_Now,Spring,3.152153405045874,-0.6746214136001343,22.06621277261338,91.24070083233421,22.07,91.24,30.75,100.0,32.125,16.89595822246608,49.9339862686346,1.033364324698665,5.13345729879466,5,8.68,8.76,39.25358579022248,0,0,0,1,0.0,0,0,Normal
